"order_id"|"order_date"|"order_status"|"delivery_date"|"seller_id"|"buyer_id"|"product_quantities"|"total_price"|"product_count"|"avg_product_price"|"avg_product_total_price"|"total_price_order"
O01491|2020-11-20|OK|2020-11-29|U00580|U00550|"{""P00580_001"": 3,
""P00580_001"": 1,
""P00580_003"": 3}"|2691.5100000000007|7|5.103333333333334|11.957|35.87
O01492|2020-12-11|OK|2020-12-23|U00594|U00229|"{""P00594_004"": 3,
""P00594_001"": 4}"|2807.109999999999|7|8.035|29.190|58.38
O01493|2020-12-19|OK|2020-12-21|U00614|U00084|"{""P00614_003"": 5,
""P00614_001"": 1,
""P00614_008"": 1,
""P00614_001"": 1,
""P00614_003"": 1}"|3080.6|9|24.054|64.766|323.83
O01494|2020-11-29|OK|2020-12-04|U00599|U00523|"{""P00599_018"": 2,
""P00599_015"": 5,
""P00599_009"": 5,
""P00599_013"": 1}"|2963.9299999999994|13|5.2725|16.815|67.25999999999999
O01495|2020-12-08|OK|2020-12-15|U00555|U00572|"{""P00555_010"": 2}"|3972.8400000000006|2|5.01|10.020|10.02
O01496|2020-12-03|OK|2020-12-08|U00496|U00286|"{""P00496_008"": 1,
""P00496_001"": 2,
""P00496_003"": 4,
""P00496_001"": 5,
""P00496_006"": 4}"|2693.0100000000007|16|30.410000000000004|78.404|392.02
O01497|2020-11-13|CANCELED|0001-01-01|U00543|U00430|"{""P00543_001"": 3,
""P00543_002"": 1}"|2617.5200000000004|4|33.88|50.820|101.64000000000001
O01498|2020-12-15|OK|2020-12-20|U00614|U00598|"{""P00614_007"": 1,
""P00614_004"": 3,
""P00614_010"": 3}"|1395.4500000000003|7|33.225|27.730|83.19
O01499|2020-12-20|OK|2021-01-04|U00505|U00209|"{""P00505_001"": 5}"|3367.9000000000005|5|5.05|25.250|25.25
O01500|2020-12-16|OK|2020-12-29|U00622|U00156|"{""P00622_003"": 3,
""P00622_008"": 4,
""P00622_009"": 1}"|3539.1600000000003|8|9.683333333333332|27.287|81.86000000000001
O01501|2020-11-20|CANCELED|0001-01-01|U00545|U00261|"{""P00545_001"": 4}"|4852.22|4|5.01|20.040|20.04
O01502|2020-11-24|OK|2020-12-01|U00485|U00426|"{""P00485_005"": 1}"|4285.970000000002|1|5.01|5.010|5.01
O01503|2020-11-21|OK|2020-12-03|U00562|U00549|"{""P00562_008"": 4}"|3958.1699999999996|4|5.04|20.160|20.16
O01504|2020-12-10|OK|2020-12-11|U00563|U00469|"{""P00563_002"": 4}"|1932.5900000000001|4|5.01|20.040|20.04
O01505|2020-11-01|OK|2020-11-10|U00614|U00231|"{""P00614_004"": 2}"|839.98|2|8.37|16.740|16.74
O01506|2020-12-21|OK|2020-12-24|U00599|U00226|"{""P00599_012"": 2}"|3789.2000000000007|2|5.01|10.020|10.02
O01507|2020-12-18|CANCELED|0001-01-01|U00574|U00229|"{""P00574_001"": 3}"|2807.109999999999|3|52.45|157.350|157.35000000000002
O01508|2020-12-13|OK|2020-12-19|U00513|U00314|"{""P00513_001"": 5}"|1293.9299999999996|5|8.51|42.550|42.55
O01509|2020-12-30|OK|2021-01-09|U00592|U00545|"{""P00592_001"": 3,
""P00592_001"": 5,
""P00592_001"": 3,
""P00592_001"": 4,
""P00592_001"": 3}"|1432.3199999999997|18|9.39|33.804|169.02
O01510|2020-11-11|OK|2020-11-25|U00418|U00233|"{""P00418_003"": 2,
""P00418_001"": 2,
""P00418_001"": 1,
""P00418_002"": 3}"|3535.0900000000006|8|11.247499999999999|26.108|104.42999999999999
O01511|2020-11-02|CANCELED|0001-01-01|U00620|U00483|"{""P00620_001"": 2,
""P00620_001"": 2,
""P00620_002"": 3,
""P00620_002"": 1,
""P00620_001"": 1}"|3645.490000000002|9|5.6419999999999995|10.254|51.27
O01512|2020-12-28|OK|2021-01-04|U00552|U00170|"{""P00552_001"": 2,
""P00552_001"": 2,
""P00552_001"": 4}"|1752.6499999999994|8|41.65|111.067|333.2
O01513|2020-11-28|CANCELED|0001-01-01|U00559|U00275|"{""P00559_004"": 2,
""P00559_005"": 4}"|1884.0099999999998|6|5.92|16.950|33.900000000000006
O01514|2020-11-10|OK|2020-11-18|U00344|U00601|"{""P00344_001"": 3,
""P00344_011"": 2}"|1991.3499999999995|5|9.775|22.080|44.16
O01515|2020-12-17|OK|2021-01-01|U00380|U00417|"{""P00380_003"": 2,
""P00380_003"": 2,
""P00380_002"": 3}"|609.6199999999999|7|24.459999999999997|50.607|151.82
O01516|2020-11-08|OK|2020-11-20|U00581|U00125|"{""P00581_002"": 3,
""P00581_001"": 1,
""P00581_002"": 5,
""P00581_001"": 2}"|2846.43|11|5.24|14.148|56.589999999999996
O01517|2020-12-12|OK|2020-12-25|U00593|U00517|"{""P00593_002"": 2,
""P00593_001"": 3,
""P00593_002"": 1,
""P00593_002"": 4,
""P00593_002"": 3}"|2555.44|13|54.266|141.834|709.1699999999998
O01518|2020-12-22|OK|2020-12-25|U00580|U00517|"{""P00580_002"": 2}"|2555.44|2|||
O01519|2020-12-14|CANCELED|0001-01-01|U00376|U00072|"{""P00376_012"": 4,
""P00376_016"": 2,
""P00376_012"": 3}"|1172.05|9|9.063333333333334|28.197|84.59
O01520|2020-12-06|CANCELED|0001-01-01|U00585|U00081|"{""P00585_003"": 3}"|1315.9299999999994|3|5.46|16.380|16.38
O01521|2020-12-06|CANCELED|0001-01-01|U00594|U00384|"{""P00594_003"": 1,
""P00594_005"": 5,
""P00594_004"": 5,
""P00594_001"": 5,
""P00594_004"": 5}"|4540.080000000001|21|18.444|80.348|401.73999999999995
O01522|2020-11-17|OK|2020-11-20|U00599|U00263|"{""P00599_009"": 5,
""P00599_017"": 4,
""P00599_019"": 2}"|3630.25|11|6.003333333333333|20.367|61.1
O01523|2020-11-11|OK|2020-11-17|U00487|U00579|"{""P00487_004"": 4}"|2634.82|4|37.92|151.680|151.68
O01524|2020-12-07|OK|2020-12-09|U00487|U00265|"{""P00487_001"": 2,
""P00487_001"": 1,
""P00487_003"": 2,
""P00487_001"": 2,
""P00487_001"": 2}"|1758.69|9|75.572|137.044|685.22
O01525|2020-11-21|CANCELED|0001-01-01|U00626|U00322|"{""P00626_002"": 5,
""P00626_002"": 1}"|3388.1299999999997|6|86.62|259.860|519.72
O01526|2020-12-09|OK|2020-12-11|U00517|U00194|"{""P00517_002"": 5,
""P00517_001"": 1,
""P00517_001"": 5,
""P00517_001"": 1}"|1720.5699999999997|12|13.757499999999999|35.628|142.51
O01527|2020-11-20|OK|2020-11-22|U00451|U00148|"{""P00451_003"": 3,
""P00451_003"": 5}"|2595.920000000001|8|5.36|21.440|42.88
O01528|2020-12-19|OK|2020-12-27|U00622|U00169|"{""P00622_006"": 5,
""P00622_004"": 5,
""P00622_003"": 1}"|2786.52|11|29.98|124.713|374.14
O01529|2020-11-16|CANCELED|0001-01-01|U00599|U00365|"{""P00599_004"": 4}"|2317.66|4|5.32|21.280|21.28
O01530|2020-12-13|OK|2020-12-24|U00599|U00073|"{""P00599_013"": 3,
""P00599_003"": 1,
""P00599_010"": 4,
""P00599_022"": 2,
""P00599_009"": 3}"|2984.1600000000017|13|6.9|19.608|98.03999999999999
O01531|2020-11-08|OK|2020-11-16|U00487|U00093|"{""P00487_001"": 2,
""P00487_004"": 5}"|1787.49|7|54.21|165.300|330.6
O01532|2020-11-27|OK|2020-12-01|U00559|U00457|"{""P00559_005"": 3,
""P00559_005"": 4,
""P00559_003"": 1}"|1731.5199999999998|8|5.113333333333333|13.630|40.89
O01533|2020-11-09|CANCELED|0001-01-01|U00559|U00322|"{""P00559_009"": 4}"|3388.1299999999997|4|9.4|37.600|37.6
O01534|2020-12-26|OK|2020-12-28|U00539|U00212|"{""P00539_004"": 4,
""P00539_003"": 4,
""P00539_002"": 4}"|2031.48|12|15.073333333333332|60.293|180.88
O01535|2020-11-05|OK|2020-11-17|U00489|U00130|"{""P00489_016"": 2,
""P00489_010"": 3,
""P00489_025"": 1,
""P00489_019"": 4}"|1906.5599999999997|10|6.414999999999999|17.590|70.36
O01536|2020-12-18|CANCELED|0001-01-01|U00292|U00112|"{""P00292_006"": 3}"|3124.31|3|7.27|21.810|21.81
O01537|2020-12-10|OK|2020-12-18|U00489|U00114|"{""P00489_018"": 5,
""P00489_026"": 3,
""P00489_024"": 4,
""P00489_008"": 4,
""P00489_013"": 2}"|2042.23|18|33.333999999999996|129.770|648.85
O01538|2020-11-29|CANCELED|0001-01-01|U00555|U00060|"{""P00555_011"": 3,
""P00555_010"": 2,
""P00555_010"": 5,
""P00555_006"": 4}"|1599.2399999999998|14|9.504999999999999|33.773|135.09
O01539|2020-11-19|OK|2020-12-04|U00325|U00387|"{""P00325_007"": 3,
""P00325_009"": 4,
""P00325_013"": 5}"|4881.219999999999|12|9.836666666666668|35.773|107.32
O01540|2020-12-02|OK|2020-12-11|U00559|U00180|"{""P00559_006"": 4,
""P00559_008"": 3}"|2755.59|7|5.01|17.535|35.07
O01541|2020-12-01|OK|2020-12-12|U00617|U00532|"{""P00617_005"": 2,
""P00617_008"": 5,
""P00617_005"": 1}"|3285.0599999999995|8|12.540000000000001|40.113|120.34
O01542|2020-11-16|OK|2020-11-29|U00520|U00193|"{""P00520_002"": 5,
""P00520_004"": 5}"|5194.810000000001|10|13.64|68.200|136.39999999999998
O01543|2020-12-11|OK|2020-12-24|U00579|U00593|"{""P00579_005"": 2,
""P00579_003"": 4,
""P00579_001"": 1,
""P00579_001"": 4,
""P00579_002"": 5}"|1580.0099999999998|16|11.662500000000001|28.090|140.45
O01544|2020-11-03|CANCELED|0001-01-01|U00512|U00175|"{""P00512_003"": 5,
""P00512_001"": 5,
""P00512_002"": 2,
""P00512_003"": 5,
""P00512_003"": 3}"|3433.2200000000007|20|58.52|232.168|1160.84
O01545|2020-11-06|OK|2020-11-20|U00501|U00587|"{""P00501_006"": 5}"|1345.0000000000002|5|10.48|52.400|52.400000000000006
O01546|2020-12-15|OK|2020-12-21|U00562|U00085|"{""P00562_005"": 4,
""P00562_002"": 1,
""P00562_003"": 3,
""P00562_005"": 3,
""P00562_013"": 5}"|3082.0099999999998|16|27.742|71.644|358.22
O01547|2020-12-27|OK|2021-01-01|U00622|U00420|"{""P00622_009"": 1,
""P00622_003"": 3}"|1434.2999999999993|4|12.02|30.910|61.82
O01548|2020-12-23|OK|2021-01-06|U00543|U00298|"{""P00543_002"": 2,
""P00543_003"": 4}"|2594.9500000000003|6|8.67|17.340|34.68
O01549|2020-12-21|OK|2021-01-05|U00605|U00609|"{""P00605_011"": 3}"|1694.1799999999998|3|54.41|163.230|163.23
O01550|2020-12-22|CANCELED|0001-01-01|U00460|U00386|"{""P00460_001"": 3,
""P00460_001"": 3,
""P00460_001"": 4,
""P00460_001"": 4,
""P00460_001"": 4}"|2913.45|18|77.15|277.740|1388.7
O01551|2020-11-26|OK|2020-12-09|U00571|U00214|"{""P00571_001"": 2}"|1730.6799999999996|2|6.08|12.160|12.16
O01552|2020-11-18|OK|2020-11-30|U00221|U00455|"{""P00221_021"": 3,
""P00221_005"": 1,
""P00221_017"": 5,
""P00221_006"": 1,
""P00221_022"": 2}"|2059.6300000000006|12|5.3774999999999995|12.262|61.31
O01553|2020-12-15|OK|2020-12-21|U00614|U00446|"{""P00614_012"": 2,
""P00614_005"": 5}"|1842.1399999999996|7|36.475|174.650|349.3
O01554|2020-12-17|CANCELED|0001-01-01|U00500|U00190|"{""P00500_001"": 3,
""P00500_005"": 1}"|4159.060000000001|4|5.029999999999999|10.070|20.14
O01555|2020-12-05|CANCELED|0001-01-01|U00617|U00220|"{""P00617_006"": 5,
""P00617_005"": 1,
""P00617_002"": 4}"|1403.2699999999998|10|11.323333333333332|37.283|111.85
O01556|2020-11-22|CANCELED|0001-01-01|U00520|U00048|"{""P00520_001"": 4,
""P00520_005"": 2,
""P00520_003"": 2,
""P00520_005"": 1,
""P00520_004"": 4}"|2974.3599999999997|13|12.036000000000001|32.772|163.86
O01557|2020-11-25|OK|2020-11-30|U00622|U00137|"{""P00622_003"": 5,
""P00622_008"": 3,
""P00622_001"": 3,
""P00622_005"": 1,
""P00622_008"": 2}"|1063.67|14|20.080000000000002|61.882|309.40999999999997
O01558|2020-12-03|OK|2020-12-04|U00555|U00555|"{""P00555_003"": 3,
""P00555_003"": 1,
""P00555_011"": 1,
""P00555_005"": 2,
""P00555_006"": 2}"|3555.420000000001|9|9.028|15.660|78.29999999999998
O01559|2020-11-24|OK|2020-12-04|U00545|U00171|"{""P00545_003"": 2,
""P00545_003"": 3,
""P00545_002"": 1,
""P00545_004"": 4,
""P00545_005"": 2}"|3518.9900000000016|12|21.770000000000003|62.326|311.63
O01560|2020-12-09|OK|2020-12-18|U00617|U00009|"{""P00617_005"": 1,
""P00617_003"": 5,
""P00617_013"": 2,
""P00617_007"": 3}"|3816.05|11|10.715|28.938|115.75000000000001
O01561|2020-12-31|CANCELED|0001-01-01|U00594|U00273|"{""P00594_004"": 1,
""P00594_004"": 1,
""P00594_001"": 4,
""P00594_004"": 4}"|827.3499999999999|10|6.967499999999999|19.020|76.08000000000001
O01562|2020-11-08|OK|2020-11-20|U00563|U00485|"{""P00563_004"": 2,
""P00563_002"": 5,
""P00563_002"": 4}"|2737.58|11|18.389999999999997|45.130|135.39
O01563|2020-12-20|OK|2021-01-01|U00485|U00116|"{""P00485_007"": 3,
""P00485_005"": 4}"|3416.3600000000006|7|5.33|18.495|36.99
O01564|2020-11-27|OK|2020-12-04|U00626|U00041|"{""P00626_001"": 5,
""P00626_004"": 4,
""P00626_007"": 2,
""P00626_002"": 1}"|3041.88|12|28.095000000000002|48.410|193.64
O01565|2020-11-15|OK|2020-11-20|U00539|U00043|"{""P00539_002"": 3,
""P00539_003"": 2,
""P00539_001"": 4,
""P00539_001"": 3,
""P00539_001"": 4}"|5611.909999999999|16|37.348|132.108|660.54
O01566|2020-12-23|OK|2021-01-02|U00221|U00217|"{""P00221_018"": 2,
""P00221_010"": 3,
""P00221_024"": 4,
""P00221_007"": 5}"|2592.319999999999|14|54.6375|169.500|678.0
O01567|2020-11-04|OK|2020-11-11|U00559|U00166|"{""P00559_008"": 2,
""P00559_006"": 1,
""P00559_009"": 4,
""P00559_007"": 1,
""P00559_005"": 2}"|5828.609999999998|10|11.574|19.238|96.19
O01568|2020-12-26|OK|2020-12-29|U00559|U00330|"{""P00559_006"": 5,
""P00559_007"": 3,
""P00559_002"": 1,
""P00559_001"": 1,
""P00559_009"": 2}"|1717.0099999999995|12|11.6|30.824|154.12
O01569|2020-11-08|CANCELED|0001-01-01|U00585|U00520|"{""P00585_001"": 4}"|4658.889999999999|4|5.01|20.040|20.04
O01570|2020-12-29|CANCELED|0001-01-01|U00447|U00343|"{""P00447_005"": 4,
""P00447_003"": 2,
""P00447_007"": 4}"|801.1999999999998|10|6.87|23.967|71.9
O01571|2020-11-02|OK|2020-11-11|U00489|U00453|"{""P00489_004"": 1,
""P00489_006"": 1,
""P00489_013"": 1,
""P00489_001"": 2,
""P00489_021"": 4}"|494.79|9|5.837999999999999|9.914|49.56999999999999
O01572|2020-11-23|CANCELED|0001-01-01|U00620|U00396|"{""P00620_001"": 4,
""P00620_001"": 3,
""P00620_001"": 1,
""P00620_002"": 5,
""P00620_001"": 2}"|4330.630000000001|15|5.396|16.680|83.4
O01573|2020-11-26|OK|2020-11-29|U00318|U00027|"{""P00318_001"": 4}"|2647.3999999999996|4|26.17|104.680|104.68
O01574|2020-11-30|OK|2020-12-02|U00520|U00556|"{""P00520_003"": 3}"|3373.1500000000015|3|20.23|60.690|60.69
O01575|2020-12-29|OK|2021-01-03|U00605|U00202|"{""P00605_008"": 3}"|3373.51|3|68.78|206.340|206.34
O01576|2020-11-20|CANCELED|0001-01-01|U00563|U00365|"{""P00563_003"": 5,
""P00563_001"": 1,
""P00563_003"": 2,
""P00563_002"": 4}"|2317.66|12|25.6375|46.983|187.92999999999998
O01577|2020-12-08|OK|2020-12-13|U00574|U00366|"{""P00574_001"": 1,
""P00574_001"": 1}"|2792.1400000000003|2|52.45|52.450|104.9
O01578|2020-12-26|OK|2020-12-27|U00563|U00426|"{""P00563_003"": 2,
""P00563_004"": 5,
""P00563_002"": 2,
""P00563_001"": 2,
""P00563_002"": 1}"|4285.970000000002|12|27.727999999999998|81.544|407.71999999999997
O01579|2020-12-30|CANCELED|0001-01-01|U00439|U00535|"{""P00439_001"": 4}"|1926.6799999999996|4|44.15|176.600|176.6
O01580|2020-11-24|CANCELED|0001-01-01|U00551|U00179|"{""P00551_001"": 1}"|3478.420000000001|1|5.01|5.010|5.01
O01581|2020-11-10|OK|2020-11-17|U00386|U00448|"{""P00386_019"": 4,
""P00386_014"": 3,
""P00386_007"": 3}"|2895.09|10|33.88333333333333|105.403|316.21000000000004
O01582|2020-11-10|OK|2020-11-21|U00617|U00232|"{""P00617_008"": 5,
""P00617_011"": 1,
""P00617_003"": 3,
""P00617_001"": 4,
""P00617_004"": 3}"|1170.54|16|37.3|105.662|528.31
O01583|2020-12-14|OK|2020-12-24|U00614|U00038|"{""P00614_007"": 5,
""P00614_011"": 4}"|2845.43|9|31.544999999999998|155.220|310.44
O01584|2020-12-14|OK|2020-12-18|U00587|U00195|"{""P00587_001"": 1,
""P00587_002"": 5}"|3311.67|6|46.13|197.990|395.98
O01585|2020-11-13|OK|2020-11-15|U00599|U00615|"{""P00599_015"": 5,
""P00599_018"": 4}"|2068.93|9|5.529999999999999|24.625|49.25
O01586|2020-12-09|OK|2020-12-13|U00599|U00118|"{""P00599_018"": 2}"|2574.5499999999997|2|6.05|12.100|12.1
O01587|2020-12-06|OK|2020-12-21|U00532|U00443|"{""P00532_001"": 1,
""P00532_001"": 4,
""P00532_001"": 2,
""P00532_001"": 1}"|2521.32|8|52.32|104.640|418.56
O01588|2020-12-26|OK|2021-01-10|U00521|U00328|"{""P00521_002"": 3,
""P00521_001"": 3,
""P00521_002"": 1,
""P00521_001"": 5,
""P00521_001"": 3}"|2272.5799999999995|15|21.47|65.570|327.84999999999997
O01589|2020-12-28|OK|2020-12-29|U00599|U00298|"{""P00599_016"": 4,
""P00599_013"": 5,
""P00599_014"": 2,
""P00599_015"": 4}"|2594.9500000000003|15|6.854999999999999|26.168|104.66999999999999
O01590|2020-12-30|OK|2021-01-02|U00576|U00036|"{""P00576_005"": 5}"|2234.2899999999995|5|5.01|25.050|25.049999999999997
O01591|2020-12-16|OK|2020-12-21|U00267|U00502|"{""P00267_014"": 4,
""P00267_003"": 1,
""P00267_006"": 5,
""P00267_014"": 5,
""P00267_001"": 2}"|1605.0799999999997|17|6.516|19.260|96.29999999999998
O01592|2020-11-08|OK|2020-11-10|U00555|U00452|"{""P00555_012"": 1,
""P00555_013"": 5,
""P00555_012"": 4}"|3151.0000000000005|10|70.74666666666667|217.517|652.55
O01593|2020-11-23|OK|2020-12-08|U00453|U00409|"{""P00453_001"": 4,
""P00453_001"": 2,
""P00453_001"": 2}"|1657.7299999999996|8|5.27|14.053|42.16
O01594|2020-12-05|OK|2020-12-11|U00408|U00342|"{""P00408_011"": 4,
""P00408_011"": 3,
""P00408_007"": 1}"|4070.290000000001|8|5.580000000000001|15.347|46.040000000000006
O01595|2020-11-05|OK|2020-11-17|U00477|U00524|"{""P00477_004"": 1}"|3118.25|1|13.31|13.310|13.31
O01596|2020-11-02|CANCELED|0001-01-01|U00614|U00163|"{""P00614_008"": 4,
""P00614_001"": 2}"|2189.47|6|6.48|20.390|40.78
O01597|2020-11-17|OK|2020-11-20|U00355|U00435|"{""P00355_001"": 3,
""P00355_001"": 3}"|1927.37|6|14.32|42.960|85.92
O01598|2020-12-28|OK|2020-12-30|U00336|U00569|"{""P00336_009"": 4,
""P00336_009"": 5}"|2778.5899999999992|9|5.09|22.905|45.81
O01599|2020-12-15|OK|2020-12-24|U00578|U00332|"{""P00578_001"": 2,
""P00578_001"": 5,
""P00578_001"": 5,
""P00578_001"": 3}"|2085.5299999999997|15|6.95|26.063|104.25
O01600|2020-12-31|CANCELED|0001-01-01|U00605|U00023|"{""P00605_003"": 2,
""P00605_006"": 5,
""P00605_007"": 3}"|1725.1699999999996|10|8.65|27.633|82.9
O01601|2020-12-30|OK|2021-01-04|U00562|U00194|"{""P00562_003"": 5}"|1720.5699999999997|5|5.03|25.150|25.150000000000002
O01602|2020-12-08|OK|2020-12-17|U00485|U00461|"{""P00485_003"": 5,
""P00485_003"": 3,
""P00485_006"": 5,
""P00485_004"": 1,
""P00485_006"": 1}"|902.64|15|11.23|21.250|106.24999999999999
O01603|2020-11-24|OK|2020-11-27|U00535|U00149|"{""P00535_004"": 5,
""P00535_003"": 3,
""P00535_001"": 5,
""P00535_004"": 4}"|1166.47|17|22.337500000000002|82.533|330.13000000000005
O01604|2020-12-10|OK|2020-12-13|U00489|U00430|"{""P00489_014"": 5,
""P00489_027"": 5}"|2617.5200000000004|10|5.645|28.225|56.45
O01605|2020-11-07|OK|2020-11-20|U00580|U00517|"{""P00580_001"": 4,
""P00580_001"": 2,
""P00580_002"": 3,
""P00580_001"": 4,
""P00580_002"": 5}"|2555.44|18|5.03|10.060|50.3
O01606|2020-11-22|OK|2020-11-28|U00563|U00332|"{""P00563_001"": 1,
""P00563_002"": 3,
""P00563_003"": 2}"|2085.5299999999997|6|29.49333333333334|37.523|112.57000000000001
O01607|2020-12-08|OK|2020-12-13|U00579|U00027|"{""P00579_002"": 1,
""P00579_004"": 1,
""P00579_001"": 4,
""P00579_001"": 2,
""P00579_001"": 2}"|2647.3999999999996|10|19.738|36.858|184.29
O01608|2020-11-22|OK|2020-12-01|U00464|U00466|"{""P00464_001"": 5,
""P00464_001"": 3,
""P00464_001"": 5,
""P00464_001"": 2}"|2344.5000000000005|15|5.55|20.813|83.25
O01609|2020-11-19|OK|2020-12-03|U00477|U00504|"{""P00477_001"": 4}"|1509.6100000000001|4|5.84|23.360|23.36
O01610|2020-11-14|OK|2020-11-16|U00585|U00168|"{""P00585_001"": 4}"|2145.47|4|5.01|20.040|20.04
O01611|2020-12-14|CANCELED|0001-01-01|U00599|U00078|"{""P00599_022"": 5}"|2576.3700000000003|5|5.02|25.100|25.099999999999998
O01612|2020-12-17|OK|2020-12-29|U00536|U00014|"{""P00536_004"": 3}"|3916.9100000000008|3|7.21|21.630|21.63
O01613|2020-11-19|OK|2020-11-24|U00489|U00185|"{""P00489_007"": 4,
""P00489_004"": 5}"|4396.959999999999|9|5.035|22.645|45.28999999999999
O01614|2020-12-27|OK|2020-12-31|U00551|U00560|"{""P00551_001"": 2,
""P00551_005"": 3}"|1824.9499999999998|5|5.01|12.525|25.049999999999997
O01615|2020-11-14|OK|2020-11-26|U00386|U00529|"{""P00386_001"": 2}"|2654.04|2|60.06|120.120|120.12
O01616|2020-12-23|OK|2021-01-01|U00480|U00248|"{""P00480_002"": 1,
""P00480_001"": 2,
""P00480_002"": 4}"|639.74|7|8.94|21.453|64.36
O01617|2020-11-24|OK|2020-12-01|U00605|U00149|"{""P00605_009"": 5}"|1166.47|5|5.02|25.100|25.099999999999998
O01618|2020-12-26|OK|2020-12-31|U00622|U00001|"{""P00622_006"": 2}"|1776.7799999999995|2|12.58|25.160|25.16
O01619|2020-11-17|OK|2020-11-24|U00399|U00447|"{""P00399_002"": 4,
""P00399_006"": 2,
""P00399_011"": 4,
""P00399_006"": 5,
""P00399_005"": 2}"|2444.9400000000005|17|24.85|88.872|444.36
O01620|2020-11-16|OK|2020-11-19|U00614|U00163|"{""P00614_002"": 1,
""P00614_005"": 2,
""P00614_004"": 2}"|2189.47|5|27.063333333333333|52.453|157.36
O01621|2020-12-27|CANCELED|0001-01-01|U00626|U00106|"{""P00626_007"": 3,
""P00626_001"": 1,
""P00626_003"": 4,
""P00626_007"": 1,
""P00626_006"": 2}"|2696.0700000000006|11|21.68|71.144|355.71999999999997
O01622|2020-12-06|OK|2020-12-12|U00599|U00056|"{""P00599_017"": 1,
""P00599_002"": 5,
""P00599_017"": 4}"|928.78|10|5.01|16.700|50.099999999999994
O01623|2020-12-08|OK|2020-12-11|U00558|U00611|"{""P00558_002"": 1,
""P00558_002"": 1,
""P00558_002"": 5,
""P00558_001"": 5,
""P00558_002"": 3}"|3986.0299999999993|15|14.842000000000002|53.350|266.75
O01624|2020-12-08|OK|2020-12-21|U00433|U00126|"{""P00433_009"": 3,
""P00433_003"": 3,
""P00433_007"": 3,
""P00433_006"": 5,
""P00433_001"": 3}"|2417.85|17|34.968|134.972|674.86
O01625|2020-11-22|OK|2020-12-03|U00562|U00353|"{""P00562_013"": 5}"|2265.5899999999997|5|31.3|156.500|156.5
O01626|2020-12-24|OK|2021-01-06|U00571|U00114|"{""P00571_001"": 5,
""P00571_001"": 5,
""P00571_001"": 5,
""P00571_001"": 1,
""P00571_001"": 4}"|2042.23|20|6.08|24.320|121.6
O01627|2020-11-29|CANCELED|0001-01-01|U00333|U00316|"{""P00333_010"": 2,
""P00333_006"": 4,
""P00333_003"": 1}"|2857.17|7|53.46|151.830|455.49
O01628|2020-12-13|CANCELED|0001-01-01|U00617|U00050|"{""P00617_006"": 2}"|1191.26|2|5.01|10.020|10.02
O01629|2020-12-11|CANCELED|0001-01-01|U00617|U00603|"{""P00617_002"": 2,
""P00617_003"": 5,
""P00617_002"": 2}"|2305.3900000000003|9|14.9|35.940|107.82000000000001
O01630|2020-11-19|OK|2020-11-22|U00368|U00074|"{""P00368_009"": 2}"|4024.110000000001|2|12.42|24.840|24.84
O01631|2020-12-13|OK|2020-12-24|U00520|U00498|"{""P00520_002"": 5,
""P00520_002"": 1,
""P00520_002"": 5,
""P00520_003"": 3,
""P00520_001"": 3}"|2363.2199999999993|17|9.475999999999999|31.332|156.66
O01632|2020-12-22|OK|2020-12-30|U00399|U00062|"{""P00399_003"": 3,
""P00399_005"": 3,
""P00399_002"": 4,
""P00399_008"": 1,
""P00399_008"": 4}"|3059.480000000001|15|38.05200000000001|98.482|492.40999999999997
O01633|2020-12-27|OK|2021-01-05|U00599|U00433|"{""P00599_002"": 4,
""P00599_021"": 5}"|3145.2199999999993|9|5.01|22.545|45.089999999999996
O01634|2020-12-09|OK|2020-12-13|U00545|U00477|"{""P00545_001"": 3}"|2021.1399999999999|3|5.01|15.030|15.03
O01635|2020-12-08|OK|2020-12-11|U00614|U00145|"{""P00614_005"": 4,
""P00614_012"": 3,
""P00614_011"": 4}"|3608.32|11|25.986666666666665|102.230|306.69
O01636|2020-11-23|OK|2020-11-25|U00576|U00488|"{""P00576_003"": 5,
""P00576_007"": 1,
""P00576_008"": 4,
""P00576_003"": 1,
""P00576_006"": 2}"|1340.3|13|5.7219999999999995|14.844|74.22
O01637|2020-11-22|OK|2020-12-05|U00574|U00193|"{""P00574_001"": 1,
""P00574_001"": 5,
""P00574_001"": 4,
""P00574_001"": 1}"|5194.810000000001|11|52.45|144.238|576.95
O01638|2020-11-23|OK|2020-11-24|U00626|U00204|"{""P00626_005"": 4}"|2428.46|4|5.01|20.040|20.04
O01639|2020-12-29|OK|2021-01-09|U00622|U00232|"{""P00622_002"": 2}"|1170.54|2|20.44|40.880|40.88
O01640|2020-12-31|OK|2021-01-04|U00614|U00233|"{""P00614_005"": 5,
""P00614_006"": 1}"|3535.0900000000006|6|36.5|172.100|344.2
O01641|2020-12-18|OK|2020-12-25|U00562|U00580|"{""P00562_006"": 4,
""P00562_008"": 3,
""P00562_001"": 3,
""P00562_002"": 1,
""P00562_006"": 5}"|2990.5599999999995|16|21.868000000000002|44.732|223.66000000000003
O01642|2020-12-21|OK|2020-12-23|U00489|U00503|"{""P00489_010"": 4}"|2526.840000000001|4|5.01|20.040|20.04
O01643|2020-12-06|OK|2020-12-19|U00401|U00226|"{""P00401_005"": 3}"|3789.2000000000007|3|5.02|15.060|15.059999999999999
