order_id;order_date;order_status;delivery_date;seller_id;buyer_id;product_quantities
O01008;26/12/2020;OK;6/01/2021;U00371;U00306;"{""P00371_003"": 1,
""P00371_001"": 3,
""P00371_003"": 5,
""P00371_006"": 1,
""P00371_003"": 5}"
O01009;26/11/2020;OK;3/12/2020;U00433;U00246;"{""P00433_007"": 5,
""P00433_005"": 5}"
O01010;23/12/2020;OK;2/01/2021;U00617;U00355;"{""P00617_003"": 4,
""P00617_006"": 1,
""P00617_003"": 2}"
O01011;26/11/2020;OK;7/12/2020;U00599;U00138;"{""P00599_016"": 2,
""P00599_013"": 2,
""P00599_016"": 3,
""P00599_016"": 1}"
O01012;1/12/2020;CANCELED;;U00406;U00222;"{""P00406_008"": 5}"
O01013;15/11/2020;OK;18/11/2020;U00480;U00190;"{""P00480_001"": 2,
""P00480_001"": 3}"
O01014;4/12/2020;OK;11/12/2020;U00451;U00468;"{""P00451_006"": 3,
""P00451_008"": 2}"
O01015;19/11/2020;OK;20/11/2020;U00595;U00222;"{""P00595_004"": 2,
""P00595_004"": 2,
""P00595_002"": 3,
""P00595_004"": 2,
""P00595_001"": 4}"
O01016;21/12/2020;OK;2/01/2021;U00487;U00101;"{""P00487_004"": 4,
""P00487_001"": 1,
""P00487_002"": 4}"
O01017;20/11/2020;CANCELED;;U00614;U00332;"{""P00614_005"": 4}"
O01018;12/12/2020;OK;26/12/2020;U00589;U00291;"{""P00589_008"": 1,
""P00589_008"": 4}"
O01019;26/12/2020;OK;7/01/2021;U00406;U00618;"{""P00406_006"": 5,
""P00406_006"": 4}"
O01020;4/11/2020;OK;7/11/2020;U00620;U00293;"{""P00620_002"": 3,
""P00620_002"": 1}"
O01021;25/12/2020;OK;6/01/2021;U00483;U00305;"{""P00483_001"": 3,
""P00483_003"": 3}"
O01022;31/12/2020;OK;13/01/2021;U00599;U00249;"{""P00599_022"": 2,
""P00599_010"": 1,
""P00599_006"": 1,
""P00599_003"": 2,
""P00599_022"": 3}"
O01023;7/11/2020;OK;15/11/2020;U00626;U00410;"{""P00626_002"": 4,
""P00626_002"": 5,
""P00626_005"": 2,
""P00626_004"": 1,
""P00626_008"": 5}"
O01024;28/11/2020;OK;29/11/2020;U00626;U00130;"{""P00626_007"": 5,
""P00626_008"": 1,
""P00626_005"": 2,
""P00626_005"": 3}"
O01025;12/11/2020;OK;23/11/2020;U00624;U00593;"{""P00624_001"": 5,
""P00624_001"": 4}"
O01026;13/12/2020;OK;27/12/2020;U00496;U00004;"{""P00496_007"": 3,
""P00496_009"": 4,
""P00496_009"": 4,
""P00496_008"": 4,
""P00496_006"": 5}"
O01027;30/12/2020;OK;10/01/2021;U00536;U00071;"{""P00536_002"": 4,
""P00536_004"": 3,
""P00536_003"": 3,
""P00536_001"": 1}"
O01028;28/12/2020;OK;5/01/2021;U00587;U00066;"{""P00587_002"": 5}"
O01029;6/12/2020;OK;9/12/2020;U00362;U00468;"{""P00362_008"": 2,
""P00362_008"": 3,
""P00362_010"": 4}"
O01030;10/12/2020;OK;11/12/2020;U00501;U00113;"{""P00501_004"": 4}"
O01031;28/11/2020;CANCELED;;U00599;U00416;"{""P00599_006"": 4,
""P00599_003"": 4,
""P00599_019"": 4,
""P00599_006"": 2,
""P00599_019"": 1}"
O01032;29/11/2020;OK;7/12/2020;U00587;U00600;"{""P00587_002"": 5,
""P00587_002"": 2}"
O01033;23/12/2020;OK;28/12/2020;U00562;U00039;"{""P00562_002"": 5}"
O01034;9/12/2020;OK;20/12/2020;U00267;U00258;"{""P00267_006"": 3,
""P00267_007"": 5}"
O01035;10/12/2020;OK;19/12/2020;U00617;U00026;"{""P00617_014"": 1,
""P00617_009"": 3,
""P00617_012"": 4,
""P00617_005"": 1,
""P00617_010"": 4}"
O01036;20/12/2020;OK;27/12/2020;U00617;U00527;"{""P00617_007"": 4,
""P00617_005"": 5}"
O01037;13/11/2020;OK;24/11/2020;U00599;U00112;"{""P00599_006"": 4,
""P00599_018"": 1}"
O01038;25/11/2020;OK;2/12/2020;U00477;U00353;"{""P00477_001"": 3,
""P00477_003"": 4,
""P00477_004"": 5,
""P00477_003"": 5}"
O01039;28/12/2020;OK;12/01/2021;U00595;U00443;"{""P00595_003"": 2,
""P00595_001"": 4}"
O01040;21/11/2020;OK;28/11/2020;U00501;U00078;"{""P00501_002"": 2,
""P00501_004"": 1,
""P00501_005"": 4,
""P00501_001"": 2,
""P00501_004"": 1}"
O01041;14/11/2020;OK;28/11/2020;U00595;U00070;"{""P00595_004"": 4,
""P00595_002"": 5,
""P00595_002"": 2}"
O01042;23/11/2020;CANCELED;;U00399;U00312;"{""P00399_008"": 1,
""P00399_013"": 4}"
O01043;16/11/2020;OK;17/11/2020;U00386;U00117;"{""P00386_015"": 1}"
O01044;12/11/2020;OK;21/11/2020;U00231;U00115;"{""P00231_010"": 3}"
O01045;11/12/2020;OK;18/12/2020;U00470;U00349;"{""P00470_001"": 1,
""P00470_001"": 2,
""P00470_001"": 3,
""P00470_002"": 5,
""P00470_002"": 3}"
O01046;14/11/2020;OK;24/11/2020;U00527;U00044;"{""P00527_001"": 2,
""P00527_001"": 5,
""P00527_001"": 3,
""P00527_002"": 4,
""P00527_002"": 3}"
O01047;15/12/2020;CANCELED;;U00576;U00362;"{""P00576_002"": 4,
""P00576_005"": 1,
""P00576_008"": 1}"
O01048;20/11/2020;OK;27/11/2020;U00272;U00596;"{""P00272_006"": 1}"
O01049;31/12/2020;OK;5/01/2021;U00619;U00122;"{""P00619_001"": 3,
""P00619_001"": 2,
""P00619_001"": 5}"
O01050;21/12/2020;OK;3/01/2021;U00543;U00330;"{""P00543_002"": 4,
""P00543_002"": 2}"
O01051;12/12/2020;CANCELED;;U00336;U00080;"{""P00336_008"": 2,
""P00336_009"": 1,
""P00336_007"": 5}"
O01052;28/12/2020;CANCELED;;U00536;U00228;"{""P00536_001"": 1,
""P00536_003"": 5,
""P00536_001"": 1,
""P00536_002"": 3,
""P00536_005"": 2}"
O01053;11/11/2020;OK;19/11/2020;U00617;U00260;"{""P00617_001"": 4,
""P00617_009"": 1,
""P00617_009"": 4,
""P00617_008"": 2,
""P00617_016"": 2}"
O01054;7/11/2020;OK;19/11/2020;U00589;U00407;"{""P00589_008"": 3,
""P00589_007"": 5}"
O01055;6/11/2020;OK;8/11/2020;U00562;U00083;"{""P00562_001"": 2}"
O01056;22/11/2020;CANCELED;;U00579;U00485;"{""P00579_004"": 1}"
O01057;23/12/2020;OK;26/12/2020;U00622;U00173;"{""P00622_001"": 5}"
O01058;26/12/2020;OK;2/01/2021;U00551;U00122;"{""P00551_005"": 4,
""P00551_004"": 5}"
O01059;20/11/2020;OK;4/12/2020;U00576;U00140;"{""P00576_010"": 5,
""P00576_005"": 2,
""P00576_011"": 1}"
O01060;26/12/2020;CANCELED;;U00513;U00581;"{""P00513_007"": 2,
""P00513_006"": 4,
""P00513_002"": 4,
""P00513_003"": 3}"
O01061;15/11/2020;CANCELED;;U00474;U00239;"{""P00474_005"": 1,
""P00474_008"": 4,
""P00474_006"": 4,
""P00474_002"": 2,
""P00474_010"": 4}"
O01062;7/11/2020;OK;16/11/2020;U00559;U00281;"{""P00559_007"": 4,
""P00559_006"": 3,
""P00559_008"": 5,
""P00559_002"": 1,
""P00559_008"": 4}"
O01063;18/12/2020;OK;28/12/2020;U00520;U00613;"{""P00520_004"": 5,
""P00520_007"": 4}"
O01064;14/11/2020;CANCELED;;U00622;U00247;"{""P00622_007"": 5,
""P00622_003"": 3}"
O01065;20/11/2020;OK;22/11/2020;U00501;U00364;"{""P00501_006"": 5}"
O01066;30/12/2020;OK;6/01/2021;U00513;U00055;"{""P00513_006"": 4,
""P00513_005"": 5,
""P00513_005"": 2,
""P00513_001"": 1,
""P00513_003"": 1}"
O01067;9/12/2020;OK;17/12/2020;U00513;U00582;"{""P00513_002"": 1,
""P00513_003"": 3,
""P00513_001"": 5,
""P00513_006"": 2,
""P00513_007"": 5}"
O01068;17/11/2020;OK;23/11/2020;U00622;U00429;"{""P00622_009"": 4}"
O01069;20/11/2020;CANCELED;;U00320;U00524;"{""P00320_001"": 4,
""P00320_002"": 3,
""P00320_002"": 2,
""P00320_002"": 1}"
O01070;21/11/2020;OK;30/11/2020;U00406;U00265;"{""P00406_001"": 1}"
O01071;22/11/2020;OK;7/12/2020;U00524;U00622;"{""P00524_001"": 2}"
O01072;21/11/2020;OK;6/12/2020;U00544;U00074;"{""P00544_001"": 2,
""P00544_001"": 4}"
O01073;7/12/2020;OK;16/12/2020;U00555;U00278;"{""P00555_003"": 4}"
O01074;24/11/2020;OK;7/12/2020;U00333;U00489;"{""P00333_004"": 4,
""P00333_008"": 2,
""P00333_003"": 5,
""P00333_011"": 2,
""P00333_003"": 2}"
O01075;8/12/2020;OK;14/12/2020;U00605;U00315;"{""P00605_009"": 4,
""P00605_006"": 4,
""P00605_006"": 1,
""P00605_006"": 2,
""P00605_008"": 2}"
O01076;22/11/2020;CANCELED;;U00487;U00180;"{""P00487_001"": 3,
""P00487_001"": 3}"
O01077;21/12/2020;OK;24/12/2020;U00500;U00587;"{""P00500_001"": 4,
""P00500_005"": 2,
""P00500_009"": 2}"
O01078;9/11/2020;OK;21/11/2020;U00622;U00542;"{""P00622_006"": 4,
""P00622_003"": 5,
""P00622_003"": 4}"
O01079;18/11/2020;OK;3/12/2020;U00500;U00582;"{""P00500_009"": 5}"
O01080;7/11/2020;OK;12/11/2020;U00343;U00226;"{""P00343_001"": 1,
""P00343_004"": 1,
""P00343_001"": 2,
""P00343_003"": 1,
""P00343_003"": 3}"
O01081;19/12/2020;OK;29/12/2020;U00589;U00166;"{""P00589_001"": 4,
""P00589_006"": 1}"
O01082;10/11/2020;OK;20/11/2020;U00562;U00223;"{""P00562_004"": 5,
""P00562_008"": 1}"
O01083;17/12/2020;OK;23/12/2020;U00599;U00190;"{""P00599_013"": 2,
""P00599_001"": 3,
""P00599_014"": 5,
""P00599_011"": 3}"
O01084;1/12/2020;OK;14/12/2020;U00614;U00281;"{""P00614_002"": 1,
""P00614_001"": 3,
""P00614_001"": 1,
""P00614_007"": 4,
""P00614_009"": 5}"
O01085;3/11/2020;CANCELED;;U00318;U00400;"{""P00318_001"": 4,
""P00318_001"": 2,
""P00318_002"": 2,
""P00318_001"": 3}"
O01086;4/12/2020;OK;17/12/2020;U00451;U00200;"{""P00451_002"": 5,
""P00451_008"": 4}"
O01087;28/11/2020;OK;5/12/2020;U00496;U00551;"{""P00496_004"": 2,
""P00496_001"": 3,
""P00496_005"": 1}"
O01088;29/11/2020;OK;4/12/2020;U00619;U00045;"{""P00619_001"": 3,
""P00619_001"": 1}"
O01089;20/12/2020;OK;4/01/2021;U00376;U00025;"{""P00376_010"": 5,
""P00376_015"": 3,
""P00376_006"": 5,
""P00376_016"": 3,
""P00376_002"": 5}"
O01090;3/12/2020;CANCELED;;U00571;U00424;"{""P00571_001"": 2,
""P00571_001"": 2,
""P00571_001"": 1}"
O01091;31/12/2020;CANCELED;;U00496;U00276;"{""P00496_001"": 1,
""P00496_004"": 5,
""P00496_007"": 1,
""P00496_004"": 3,
""P00496_001"": 5}"
O01092;10/11/2020;CANCELED;;U00578;U00045;"{""P00578_001"": 4,
""P00578_001"": 4}"
O01093;3/12/2020;OK;6/12/2020;U00555;U00196;"{""P00555_010"": 2}"
O01094;25/11/2020;OK;6/12/2020;U00539;U00417;"{""P00539_003"": 2,
""P00539_003"": 1,
""P00539_003"": 5}"
O01095;10/12/2020;OK;17/12/2020;U00555;U00230;"{""P00555_009"": 1,
""P00555_008"": 1}"
O01096;14/12/2020;OK;25/12/2020;U00563;U00042;"{""P00563_001"": 5}"
O01097;29/12/2020;OK;4/01/2021;U00562;U00030;"{""P00562_001"": 4}"
O01098;16/12/2020;OK;21/12/2020;U00535;U00316;"{""P00535_007"": 5,
""P00535_006"": 5,
""P00535_003"": 4,
""P00535_004"": 5,
""P00535_003"": 5}"
O01099;8/11/2020;OK;16/11/2020;U00574;U00604;"{""P00574_001"": 5,
""P00574_001"": 2,
""P00574_001"": 5,
""P00574_001"": 1,
""P00574_001"": 2}"
O01100;1/12/2020;OK;10/12/2020;U00626;U00270;"{""P00626_006"": 1}"
O01101;1/12/2020;OK;13/12/2020;U00559;U00376;"{""P00559_009"": 3,
""P00559_005"": 4,
""P00559_009"": 5,
""P00559_001"": 1,
""P00559_002"": 3}"
O01102;29/12/2020;OK;3/01/2021;U00552;U00217;"{""P00552_001"": 1,
""P00552_001"": 2}"
O01103;3/12/2020;OK;15/12/2020;U00448;U00348;"{""P00448_010"": 4,
""P00448_006"": 1,
""P00448_008"": 1,
""P00448_011"": 2,
""P00448_007"": 4}"
O01104;31/12/2020;OK;12/01/2021;U00617;U00571;"{""P00617_001"": 3}"
O01105;25/11/2020;CANCELED;;U00617;U00525;"{""P00617_014"": 1,
""P00617_015"": 1,
""P00617_013"": 2}"
O01106;23/12/2020;OK;30/12/2020;U00435;U00539;"{""P00435_001"": 3,
""P00435_001"": 1,
""P00435_002"": 3,
""P00435_002"": 2}"
O01107;9/12/2020;CANCELED;;U00585;U00201;"{""P00585_004"": 3}"
O01108;16/11/2020;OK;26/11/2020;U00576;U00597;"{""P00576_010"": 3}"
O01109;6/12/2020;OK;16/12/2020;U00448;U00310;"{""P00448_011"": 1}"
O01110;14/11/2020;OK;23/11/2020;U00555;U00514;"{""P00555_004"": 5}"
O01111;21/11/2020;CANCELED;;U00605;U00517;"{""P00605_004"": 5}"
O01112;9/11/2020;OK;21/11/2020;U00401;U00123;"{""P00401_003"": 3,
""P00401_010"": 1}"
O01113;25/11/2020;CANCELED;;U00538;U00614;"{""P00538_003"": 5}"
O01114;14/11/2020;OK;26/11/2020;U00501;U00230;"{""P00501_001"": 1}"
O01115;27/11/2020;OK;4/12/2020;U00415;U00529;"{""P00415_001"": 2}"
O01116;1/12/2020;OK;3/12/2020;U00609;U00225;"{""P00609_001"": 5,
""P00609_001"": 3}"
O01117;6/11/2020;OK;10/11/2020;U00551;U00345;"{""P00551_002"": 1,
""P00551_009"": 5,
""P00551_006"": 5}"
O01118;18/11/2020;OK;29/11/2020;U00576;U00127;"{""P00576_004"": 2}"
O01119;20/11/2020;OK;1/12/2020;U00264;U00377;"{""P00264_003"": 3,
""P00264_005"": 5}"
O01120;26/12/2020;OK;2/01/2021;U00573;U00173;"{""P00573_003"": 3,
""P00573_003"": 3,
""P00573_003"": 3,
""P00573_002"": 3,
""P00573_003"": 3}"
O01121;18/12/2020;OK;23/12/2020;U00406;U00104;"{""P00406_006"": 2,
""P00406_006"": 4}"
O01122;16/11/2020;OK;23/11/2020;U00555;U00313;"{""P00555_012"": 3}"
O01123;8/12/2020;OK;19/12/2020;U00626;U00121;"{""P00626_002"": 5}"
O01124;28/11/2020;CANCELED;;U00617;U00440;"{""P00617_013"": 3,
""P00617_011"": 4,
""P00617_016"": 2,
""P00617_004"": 1,
""P00617_010"": 1}"
O01125;1/12/2020;CANCELED;;U00576;U00380;"{""P00576_006"": 2,
""P00576_002"": 4,
""P00576_005"": 4}"
O01126;21/11/2020;OK;25/11/2020;U00489;U00308;"{""P00489_020"": 1,
""P00489_010"": 4,
""P00489_001"": 1,
""P00489_018"": 5}"
O01127;24/11/2020;OK;28/11/2020;U00474;U00215;"{""P00474_008"": 5}"
O01128;23/11/2020;OK;2/12/2020;U00614;U00267;"{""P00614_010"": 5,
""P00614_001"": 3,
""P00614_002"": 1,
""P00614_005"": 3,
""P00614_008"": 5}"
O01129;17/12/2020;CANCELED;;U00614;U00556;"{""P00614_012"": 3,
""P00614_003"": 4,
""P00614_003"": 3,
""P00614_007"": 5,
""P00614_001"": 3}"
O01130;16/11/2020;OK;17/11/2020;U00427;U00215;"{""P00427_003"": 3}"
O01131;20/12/2020;OK;24/12/2020;U00427;U00466;"{""P00427_005"": 3,
""P00427_006"": 5,
""P00427_004"": 1}"
O01132;7/12/2020;CANCELED;;U00543;U00195;"{""P00543_003"": 2}"
O01133;10/11/2020;OK;20/11/2020;U00521;U00280;"{""P00521_001"": 1,
""P00521_001"": 5,
""P00521_002"": 4,
""P00521_001"": 4,
""P00521_001"": 4}"
O01134;27/11/2020;OK;1/12/2020;U00562;U00295;"{""P00562_006"": 5}"
O01135;27/12/2020;OK;9/01/2021;U00520;U00316;"{""P00520_002"": 1,
""P00520_004"": 2,
""P00520_004"": 1,
""P00520_004"": 1,
""P00520_001"": 3}"
O01136;18/12/2020;CANCELED;;U00392;U00482;"{""P00392_003"": 1}"
O01137;9/11/2020;OK;11/11/2020;U00545;U00104;"{""P00545_005"": 2,
""P00545_005"": 2,
""P00545_002"": 4,
""P00545_001"": 1,
""P00545_003"": 1}"
O01138;17/11/2020;OK;23/11/2020;U00538;U00168;"{""P00538_002"": 4,
""P00538_004"": 2,
""P00538_002"": 3}"
O01139;25/11/2020;CANCELED;;U00563;U00032;"{""P00563_001"": 5,
""P00563_003"": 3,
""P00563_003"": 2,
""P00563_003"": 4}"
O01140;2/11/2020;CANCELED;;U00480;U00259;"{""P00480_002"": 2,
""P00480_001"": 3}"
O01141;19/12/2020;OK;30/12/2020;U00587;U00301;"{""P00587_001"": 4,
""P00587_001"": 1,
""P00587_002"": 5,
""P00587_001"": 3,
""P00587_001"": 1}"
O01142;28/11/2020;OK;5/12/2020;U00563;U00405;"{""P00563_001"": 5,
""P00563_004"": 1}"
O01143;2/11/2020;OK;8/11/2020;U00536;U00129;"{""P00536_006"": 3,
""P00536_005"": 4,
""P00536_003"": 2,
""P00536_004"": 1,
""P00536_003"": 3}"
O01144;5/12/2020;OK;19/12/2020;U00567;U00162;"{""P00567_006"": 5,
""P00567_004"": 2}"
O01145;30/12/2020;OK;10/01/2021;U00433;U00288;"{""P00433_002"": 5,
""P00433_001"": 3}"
O01146;24/11/2020;OK;5/12/2020;U00614;U00088;"{""P00614_005"": 5,
""P00614_005"": 2,
""P00614_001"": 4,
""P00614_012"": 2,
""P00614_011"": 5}"
O01147;18/11/2020;OK;2/12/2020;U00545;U00403;"{""P00545_005"": 5,
""P00545_004"": 2,
""P00545_003"": 5,
""P00545_003"": 2}"
O01148;5/11/2020;CANCELED;;U00555;U00042;"{""P00555_011"": 3,
""P00555_009"": 5,
""P00555_004"": 3,
""P00555_006"": 2,
""P00555_002"": 5}"
O01149;28/12/2020;CANCELED;;U00579;U00039;"{""P00579_003"": 2}"
O01150;13/12/2020;OK;27/12/2020;U00535;U00201;"{""P00535_005"": 5,
""P00535_003"": 4}"
O01151;16/11/2020;OK;29/11/2020;U00473;U00148;"{""P00473_002"": 5,
""P00473_001"": 2,
""P00473_003"": 1,
""P00473_002"": 1}"
O01152;3/11/2020;OK;17/11/2020;U00447;U00418;"{""P00447_005"": 3}"
O01153;11/11/2020;OK;16/11/2020;U00543;U00582;"{""P00543_001"": 3,
""P00543_002"": 5}"
O01154;23/11/2020;OK;4/12/2020;U00559;U00320;"{""P00559_009"": 5}"
O01155;15/12/2020;OK;18/12/2020;U00585;U00089;"{""P00585_006"": 2,
""P00585_007"": 4,
""P00585_007"": 3,
""P00585_001"": 5,
""P00585_005"": 4}"
O01156;19/12/2020;OK;22/12/2020;U00599;U00086;"{""P00599_009"": 2,
""P00599_002"": 1,
""P00599_014"": 1,
""P00599_003"": 3,
""P00599_018"": 4}"
O01157;2/11/2020;OK;11/11/2020;U00551;U00471;"{""P00551_010"": 5,
""P00551_008"": 3,
""P00551_001"": 5,
""P00551_008"": 3}"
O01158;28/12/2020;OK;11/01/2021;U00617;U00281;"{""P00617_010"": 5,
""P00617_010"": 2,
""P00617_003"": 5,
""P00617_012"": 3,
""P00617_012"": 4}"
O01159;30/12/2020;OK;6/01/2021;U00593;U00428;"{""P00593_002"": 4,
""P00593_001"": 5,
""P00593_001"": 5,
""P00593_002"": 4}"
O01160;7/11/2020;OK;16/11/2020;U00426;U00401;"{""P00426_003"": 2,
""P00426_001"": 1,
""P00426_003"": 4}"
O01161;8/12/2020;CANCELED;;U00626;U00552;"{""P00626_008"": 1,
""P00626_002"": 2,
""P00626_004"": 5,
""P00626_003"": 2,
""P00626_001"": 1}"
O01162;20/12/2020;OK;22/12/2020;U00599;U00014;"{""P00599_003"": 2,
""P00599_016"": 1,
""P00599_008"": 5,
""P00599_021"": 3}"
O01163;24/12/2020;OK;4/01/2021;U00474;U00147;"{""P00474_004"": 3}"
O01164;1/11/2020;OK;12/11/2020;U00433;U00123;"{""P00433_004"": 1,
""P00433_001"": 3,
""P00433_002"": 4,
""P00433_006"": 1,
""P00433_002"": 5}"
O01165;2/12/2020;OK;12/12/2020;U00585;U00161;"{""P00585_006"": 5,
""P00585_002"": 4,
""P00585_003"": 5,
""P00585_001"": 3,
""P00585_007"": 2}"
O01166;3/11/2020;OK;12/11/2020;U00624;U00082;"{""P00624_003"": 1}"
O01167;8/11/2020;OK;17/11/2020;U00545;U00214;"{""P00545_002"": 1,
""P00545_004"": 2,
""P00545_001"": 3,
""P00545_001"": 2}"
O01168;16/11/2020;OK;30/11/2020;U00386;U00527;"{""P00386_011"": 2,
""P00386_017"": 5,
""P00386_004"": 1,
""P00386_008"": 1}"
O01169;19/11/2020;CANCELED;;U00619;U00501;"{""P00619_001"": 5,
""P00619_001"": 1}"
O01170;15/12/2020;CANCELED;;U00555;U00483;"{""P00555_001"": 1,
""P00555_005"": 3}"
O01171;24/11/2020;OK;30/11/2020;U00520;U00008;"{""P00520_008"": 1}"
O01172;29/11/2020;OK;1/12/2020;U00559;U00205;"{""P00559_008"": 1,
""P00559_008"": 3,
""P00559_009"": 2,
""P00559_006"": 4,
""P00559_006"": 2}"
O01173;7/12/2020;OK;22/12/2020;U00605;U00022;"{""P00605_002"": 2,
""P00605_002"": 3,
""P00605_006"": 4,
""P00605_004"": 2,
""P00605_005"": 5}"
O01174;26/11/2020;OK;1/12/2020;U00589;U00224;"{""P00589_007"": 4,
""P00589_005"": 4,
""P00589_005"": 2,
""P00589_001"": 3,
""P00589_003"": 2}"
O01175;19/12/2020;CANCELED;;U00489;U00086;"{""P00489_004"": 4,
""P00489_011"": 4,
""P00489_020"": 3}"
O01176;28/12/2020;CANCELED;;U00605;U00003;"{""P00605_001"": 5}"
O01177;22/12/2020;OK;27/12/2020;U00473;U00539;"{""P00473_001"": 4,
""P00473_004"": 1,
""P00473_001"": 5,
""P00473_006"": 2}"
O01178;21/12/2020;OK;31/12/2020;U00474;U00092;"{""P00474_008"": 3,
""P00474_010"": 2,
""P00474_005"": 3,
""P00474_002"": 2,
""P00474_008"": 2}"
O01179;20/12/2020;OK;1/01/2021;U00426;U00587;"{""P00426_001"": 4,
""P00426_002"": 1,
""P00426_002"": 3,
""P00426_002"": 3,
""P00426_002"": 2}"
O01180;4/11/2020;OK;12/11/2020;U00595;U00383;"{""P00595_001"": 5,
""P00595_002"": 4,
""P00595_004"": 4,
""P00595_003"": 5,
""P00595_004"": 2}"
O01181;18/11/2020;OK;22/11/2020;U00539;U00121;"{""P00539_003"": 1}"
O01182;3/12/2020;CANCELED;;U00391;U00526;"{""P00391_003"": 2}"
O01183;13/11/2020;OK;25/11/2020;U00551;U00041;"{""P00551_004"": 1,
""P00551_003"": 2}"
O01184;10/11/2020;CANCELED;;U00576;U00305;"{""P00576_007"": 3}"
O01185;12/11/2020;OK;16/11/2020;U00513;U00372;"{""P00513_002"": 4,
""P00513_001"": 3}"
O01186;27/11/2020;OK;29/11/2020;U00576;U00503;"{""P00576_003"": 1,
""P00576_007"": 4,
""P00576_011"": 4}"
O01187;16/11/2020;OK;26/11/2020;U00474;U00029;"{""P00474_005"": 2,
""P00474_007"": 5,
""P00474_001"": 3,
""P00474_003"": 4}"
O01188;13/12/2020;OK;27/12/2020;U00520;U00275;"{""P00520_007"": 3,
""P00520_007"": 3,
""P00520_006"": 1,
""P00520_006"": 3,
""P00520_008"": 2}"
O01189;14/11/2020;OK;16/11/2020;U00448;U00449;"{""P00448_011"": 3,
""P00448_007"": 5,
""P00448_002"": 4,
""P00448_006"": 5,
""P00448_001"": 4}"
O01190;9/11/2020;OK;19/11/2020;U00580;U00573;"{""P00580_003"": 4,
""P00580_002"": 5}"
O01191;28/11/2020;OK;12/12/2020;U00517;U00219;"{""P00517_002"": 1}"
O01192;27/11/2020;OK;10/12/2020;U00506;U00080;"{""P00506_001"": 1,
""P00506_003"": 5,
""P00506_002"": 2}"
O01193;24/11/2020;CANCELED;;U00599;U00541;"{""P00599_017"": 3,
""P00599_006"": 3}"
O01194;30/11/2020;CANCELED;;U00555;U00535;"{""P00555_004"": 5}"
O01195;6/12/2020;OK;15/12/2020;U00614;U00215;"{""P00614_010"": 3}"
O01196;27/12/2020;OK;31/12/2020;U00580;U00320;"{""P00580_002"": 1,
""P00580_001"": 3,
""P00580_002"": 2}"
O01197;25/12/2020;OK;2/01/2021;U00562;U00334;"{""P00562_005"": 3,
""P00562_009"": 3,
""P00562_013"": 3,
""P00562_005"": 1,
""P00562_009"": 1}"
O01198;1/11/2020;OK;15/11/2020;U00617;U00536;"{""P00617_012"": 3,
""P00617_015"": 2}"
O01199;6/12/2020;OK;12/12/2020;U00545;U00244;"{""P00545_003"": 5,
""P00545_001"": 3,
""P00545_005"": 1}"
O01200;25/12/2020;OK;27/12/2020;U00376;U00377;"{""P00376_010"": 2,
""P00376_001"": 5}"
O01201;11/12/2020;OK;18/12/2020;U00543;U00388;"{""P00543_003"": 3,
""P00543_003"": 3,
""P00543_001"": 3}"
O01202;28/12/2020;CANCELED;;U00555;U00573;"{""P00555_005"": 1,
""P00555_013"": 5,
""P00555_002"": 3,
""P00555_007"": 3,
""P00555_009"": 4}"
O01203;7/11/2020;CANCELED;;U00617;U00026;"{""P00617_002"": 1}"
O01204;12/11/2020;OK;22/11/2020;U00386;U00440;"{""P00386_010"": 3,
""P00386_015"": 4}"
O01205;12/11/2020;OK;18/11/2020;U00551;U00337;"{""P00551_008"": 4,
""P00551_009"": 1,
""P00551_006"": 1,
""P00551_002"": 5}"
O01206;23/11/2020;OK;27/11/2020;U00626;U00381;"{""P00626_001"": 5}"
O01207;12/12/2020;OK;24/12/2020;U00589;U00373;"{""P00589_005"": 4}"
O01208;19/11/2020;OK;2/12/2020;U00489;U00561;"{""P00489_023"": 1,
""P00489_009"": 5,
""P00489_001"": 3,
""P00489_007"": 2,
""P00489_010"": 2}"
O01209;17/11/2020;OK;27/11/2020;U00399;U00347;"{""P00399_003"": 1,
""P00399_008"": 4,
""P00399_008"": 3}"
O01210;16/11/2020;OK;24/11/2020;U00593;U00206;"{""P00593_001"": 4,
""P00593_001"": 1,
""P00593_002"": 3,
""P00593_001"": 1,
""P00593_002"": 2}"
O01211;6/12/2020;OK;16/12/2020;U00489;U00159;"{""P00489_007"": 4,
""P00489_021"": 4,
""P00489_027"": 2}"
O01212;27/12/2020;OK;11/01/2021;U00548;U00555;"{""P00548_001"": 5}"
O01213;20/12/2020;OK;28/12/2020;U00599;U00409;"{""P00599_001"": 2,
""P00599_004"": 2}"
O01214;4/11/2020;OK;13/11/2020;U00585;U00449;"{""P00585_004"": 1}"
O01215;26/11/2020;OK;1/12/2020;U00336;U00436;"{""P00336_008"": 1,
""P00336_006"": 5,
""P00336_002"": 4,
""P00336_009"": 5,
""P00336_003"": 5}"
O01216;16/12/2020;OK;17/12/2020;U00376;U00333;"{""P00376_018"": 1,
""P00376_011"": 5,
""P00376_001"": 2,
""P00376_007"": 5,
""P00376_004"": 5}"
O01217;26/12/2020;OK;27/12/2020;U00589;U00254;"{""P00589_002"": 2}"
O01218;10/12/2020;OK;24/12/2020;U00605;U00187;"{""P00605_001"": 4,
""P00605_007"": 3,
""P00605_010"": 3,
""P00605_010"": 5}"
